Customer ID,Recency,Frequency,Monetary,Avg_Order_Value,Total_Quantity,Future_Orders_90D,Churn
CK-12205,44,12,1912.223,65.93872413793103,108,1.0,0
CK-12325,30,5,2945.321,245.44341666666665,46,0.0,1
CK-12595,220,9,1549.762,73.79819047619047,84,2.0,0
CK-12760,187,8,863.014,71.91783333333333,56,1.0,0
CL-11890,16,4,1262.0140000000001,180.28771428571432,24,0.0,1
CL-12565,194,12,10880.546,388.5909285714286,106,0.0,1
CL-12700,15,5,2353.586,294.19825,34,0.0,1
CM-11815,41,6,1673.888,167.3888,38,0.0,1
CM-11935,618,2,565.392,141.348,18,0.0,1
CM-12115,184,2,800.04,200.01,17,2.0,0
CM-12160,3,4,2126.604,531.651,15,2.0,0
CM-12190,59,4,716.524,179.131,11,2.0,0
CM-12235,295,5,2305.712,288.214,28,0.0,1
CM-12385,271,3,8713.652,1244.8074285714285,26,1.0,0
CM-12445,346,3,287.99,31.99888888888889,32,0.0,1
CM-12655,322,4,4112.7076,514.08845,29,2.0,0
CM-12715,945,4,3984.4524,306.49633846153847,57,0.0,1
CP-12085,33,7,5356.366,412.0281538461538,53,1.0,0
CP-12340,70,8,5888.275,392.5516666666666,59,0.0,1
CR-12580,311,3,275.918,68.9795,15,1.0,0
CR-12625,380,3,475.9,118.975,14,0.0,1
CR-12730,405,3,695.6500000000001,139.13000000000002,13,1.0,0
CR-12820,226,2,715.9624,178.9906,16,1.0,0
CS-11845,1,5,1278.954,159.86925,22,0.0,1
CS-11860,72,6,537.632,76.80457142857142,16,0.0,1
CS-11950,73,9,2973.4570000000003,156.49773684210527,59,2.0,0
CS-12130,399,4,884.64,126.37714285714286,28,0.0,1
CS-12175,142,5,844.4580000000001,105.55725000000001,30,0.0,1
CS-12250,251,9,2311.936,105.08800000000001,84,3.0,0
CS-12355,86,8,2407.172,150.44825,57,3.0,0
CS-12400,16,7,3393.1025,308.4638636363636,38,2.0,0
CS-12460,90,1,311.96000000000004,155.98000000000002,4,1.0,0
CS-12490,334,4,1077.2285,119.69205555555556,33,0.0,1
CS-12505,310,5,5521.954999999999,690.2443749999999,35,1.0,0
CT-11995,6,8,3241.898,180.10544444444446,60,0.0,1
CV-12295,164,5,2830.6279999999997,217.74061538461535,54,0.0,1
CV-12805,27,8,2328.3536,129.35297777777777,60,1.0,0
CW-11905,141,5,543.852,54.3852,34,1.0,0
CY-12745,15,7,2381.346,264.594,36,1.0,0
Co-12640,459,5,1300.076,162.5095,30,0.0,1
DA-13450,262,4,156.76,19.595,27,0.0,1
DB-12910,20,6,1977.6819999999998,197.76819999999998,39,2.0,0
DB-12970,151,5,2839.2272,202.80194285714285,43,0.0,1
DB-13060,16,6,4074.47,452.71888888888884,30,1.0,0
DB-13120,262,6,2962.534,227.88723076923077,57,1.0,0
DB-13210,305,7,1540.907,118.53130769230769,44,3.0,0
DB-13270,104,7,3834.383,348.5802727272727,42,1.0,0
DB-13360,174,5,1081.466,180.24433333333332,28,0.0,1
DB-13405,97,4,1711.692,122.26371428571429,62,0.0,1
DB-13555,17,7,3908.8028,279.2002,61,0.0,1
DB-13615,10,6,1936.706,215.18955555555556,35,1.0,0
DB-13660,8,6,1136.242,126.2491111111111,31,1.0,0
DC-12850,13,8,3331.8080000000004,195.98870588235297,62,1.0,0
DC-13285,325,3,784.572,156.9144,29,2.0,0
DD-13570,68,5,244.482,30.56025,26,1.0,0
DE-13255,629,5,2550.874,283.43044444444445,38,0.0,1
DF-13135,610,3,2390.534,398.42233333333337,23,0.0,1
DG-13300,405,4,1135.9679999999998,189.32799999999997,26,1.0,0
DH-13075,187,6,4932.872,214.47269565217394,81,0.0,1
DH-13675,686,4,1043.096,94.8269090909091,41,0.0,1
DJ-13420,547,4,2012.52,402.504,20,0.0,1
DJ-13510,19,6,2423.344,220.304,45,2.0,0
DJ-13630,316,2,467.88,116.97,13,1.0,0
DK-12835,22,10,1816.976,86.52266666666667,74,2.0,0
DK-12895,35,4,3722.976,286.3827692307692,57,1.0,0
DK-12985,149,4,1383.72,276.744,18,1.0,0
DK-13090,222,4,1440.015,205.7164285714286,19,3.0,0
DK-13150,1031,1,433.56,216.78,9,1.0,0
DK-13225,94,8,4788.93,281.7017647058824,68,1.0,0
DK-13375,66,6,3096.07,147.43190476190478,73,2.0,0
DL-12865,10,8,1503.112,107.36514285714286,51,0.0,1
DL-12925,720,5,3196.3,290.57272727272726,33,1.0,0
DL-13315,271,6,975.608,81.30066666666666,53,2.0,0
DL-13330,338,3,543.6500000000001,77.66428571428573,29,1.0,0
DL-13495,41,7,3363.952,336.39520000000005,27,1.0,0
DM-12955,24,7,1322.034,146.89266666666668,28,0.0,1
DM-13015,38,5,5495.634,343.477125,73,2.0,0
DM-13345,176,7,3830.888,425.6542222222222,32,1.0,0
DM-13525,391,3,1376.792,137.67919999999998,33,0.0,1
DN-13690,127,7,2139.79,194.52636363636364,41,0.0,1
DO-13435,43,9,1300.0315,100.00242307692308,48,0.0,1
DO-13645,8,5,711.598,101.65685714285713,25,2.0,0
DP-13000,36,9,1050.636,61.80211764705882,58,0.0,1
DP-13105,12,6,2161.13,180.09416666666667,58,2.0,0
DP-13165,722,2,1058.616,264.654,20,0.0,1
DP-13390,268,9,5480.723999999999,391.4802857142857,50,0.0,1
DR-12880,35,8,6350.398,288.65445454545454,97,1.0,0
DR-12940,51,7,8339.348,694.9456666666666,52,1.0,0
DS-13030,3,4,1762.213,92.74805263157894,54,0.0,1
DS-13180,184,8,2862.7088000000003,159.0393777777778,62,1.0,0
DV-13045,93,3,57.12,14.28,9,2.0,0
DV-13465,112,5,2321.324,232.13240000000002,43,1.0,0
DW-13195,9,5,903.5260000000001,112.94075000000001,34,1.0,0
DW-13480,127,5,5271.628,479.2389090909091,38,0.0,1
DW-13540,8,5,344.08,38.23111111111111,21,0.0,1
DW-13585,152,7,1204.854,120.4854,44,0.0,1
Dl-13600,29,5,755.602,125.93366666666667,19,0.0,1
Dp-13240,16,9,3733.879,219.6399411764706,58,2.0,0
EA-14035,62,13,2846.705,113.8682,87,0.0,1
EB-13705,146,7,2679.286,297.6984444444445,46,2.0,0
EB-13750,168,8,2820.314,165.90082352941175,75,2.0,0
EB-13840,301,4,3714.6079999999997,928.6519999999999,20,1.0,0
EB-13870,10,10,2767.219,251.56536363636363,41,0.0,1
EB-13930,71,5,944.6000000000001,134.94285714285715,24,0.0,1
EB-13975,356,3,1608.6309999999999,402.15774999999996,14,1.0,0
EB-14110,23,6,3071.126,279.19327272727276,30,0.0,1
EB-14170,330,5,1175.51,195.91833333333332,16,1.0,0
EC-14050,62,4,423.75399999999996,70.62566666666666,28,1.0,0
ED-13885,45,8,3484.92,248.92285714285714,54,0.0,1
EG-13900,184,3,1376.516,196.64514285714287,35,2.0,0
EH-13765,45,12,10310.880000000001,322.21500000000003,120,0.0,1
EH-13945,127,8,684.1709999999999,40.24535294117646,72,0.0,1
EH-13990,315,6,825.9499999999999,103.24374999999999,20,0.0,1
EH-14005,9,5,987.108,123.3885,37,2.0,0
EH-14125,62,10,3082.653,171.2585,76,0.0,1
EH-14185,15,6,923.884,115.4855,22,0.0,1
EJ-13720,212,4,2162.174,270.27175,31,0.0,1
EJ-14155,27,4,2613.191,373.313,28,1.0,0
EK-13795,652,3,1280.118,426.70599999999996,14,1.0,0
EL-13735,527,1,86.62,86.62,2,1.0,0
EM-13810,42,5,2567.0099999999998,366.7157142857142,23,0.0,1
EM-13825,73,7,1846.83,123.122,53,1.0,0
EM-13960,61,5,933.704,155.61733333333333,18,0.0,1
EM-14065,119,3,217.78,43.556,21,1.0,0
EM-14095,23,4,1041.0420000000001,104.10420000000002,34,0.0,1
EM-14140,278,5,3616.356,241.09040000000002,57,1.0,0
EM-14200,68,3,366.822,91.7055,13,0.0,1
EN-13780,197,4,2199.366,244.374,27,0.0,1
EP-13915,28,11,4198.1588,220.9557263157895,72,6.0,0
ER-13855,331,3,1245.788,249.1576,27,0.0,1
ES-14020,16,4,3300.89,471.55571428571426,29,1.0,0
ES-14080,12,8,4487.008,249.2782222222222,66,1.0,0
FA-14230,7,7,2984.054,175.53258823529413,58,0.0,1
FC-14245,23,6,3246.894,295.1721818181818,43,1.0,0
FC-14335,94,7,3889.366,388.9366,37,0.0,1
FG-14260,12,4,1049.426,174.9043333333333,28,3.0,0
FH-14275,21,8,2886.74,160.37444444444444,59,2.0,0
FH-14350,122,4,2271.284,162.23457142857143,52,0.0,1
FH-14365,2,7,6563.023999999999,596.6385454545454,47,1.0,0
FM-14215,155,9,2274.6879999999996,162.47771428571426,45,1.0,0
FM-14290,90,6,2033.4679999999998,225.94088888888888,34,3.0,0
FM-14380,55,9,2523.266,180.23328571428573,53,0.0,1
FO-14305,104,8,2634.086,202.62199999999999,50,2.0,0
FP-14320,279,6,3664.4900000000002,305.37416666666667,47,2.0,0
FW-14395,272,3,79.75,26.583333333333332,9,0.0,1
GA-14515,59,8,3919.7760000000003,279.98400000000004,48,0.0,1
GA-14725,37,9,1086.29,77.59214285714286,44,2.0,0
GB-14530,183,10,1521.48,80.07789473684211,54,1.0,0
GB-14575,246,4,4171.908,278.1272,60,1.0,0
GD-14590,120,3,1884.214,376.8428,24,1.0,0
GG-14650,161,6,1402.648,87.6655,64,3.0,0
GH-14410,93,8,2219.482,138.717625,60,1.0,0
GH-14425,660,3,4061.056,451.22844444444445,44,1.0,0
GH-14485,297,2,1361.2440000000001,453.74800000000005,15,0.0,1
GH-14665,684,1,40.92,40.92,5,1.0,0
GK-14620,22,9,6497.27,464.09071428571434,66,0.0,1
GM-14440,64,6,3437.0559999999996,343.70559999999995,41,1.0,0
GM-14455,56,5,2795.9359999999997,310.6595555555555,47,1.0,0
GM-14500,16,10,1255.682,96.59092307692308,53,0.0,1
GM-14680,62,6,3163.628,287.60254545454546,31,0.0,1
GM-14695,27,3,6049.966,549.9969090909091,44,0.0,1
GP-14740,675,2,236.53,47.306,21,0.0,1
GR-14560,1045,2,1284.38,256.87600000000003,23,0.0,1
GT-14635,696,2,1183.792,295.948,20,1.0,0
GT-14710,41,10,11809.296,421.76057142857144,103,1.0,0
GT-14755,125,3,192.868,32.144666666666666,15,1.0,0
GW-14605,64,6,1557.843,194.730375,39,1.0,0
GZ-14470,14,8,4341.67,333.9746153846154,44,1.0,0
GZ-14545,67,4,2454.6220000000003,490.92440000000005,25,0.0,1
HA-14905,21,6,1580.996,197.6245,37,1.0,0
HA-14920,20,7,2569.958,151.174,71,1.0,0
HD-14785,679,3,251.36,35.90857142857143,31,0.0,1
HE-14800,85,3,754.242,83.80466666666666,36,1.0,0
HF-14995,308,6,2489.314,146.43023529411764,60,1.0,0
HG-14845,195,3,403.08000000000004,80.61600000000001,15,2.0,0
HG-14965,184,10,1092.58,78.04142857142857,56,2.0,0
HG-15025,111,5,3382.1440000000002,422.76800000000003,23,2.0,0
HH-15010,1129,1,123.28,61.64,4,1.0,0
HJ-14875,36,5,358.1,59.68333333333334,21,0.0,1
HK-14890,61,8,4877.784,325.18559999999997,64,0.0,1
HL-15040,363,4,2350.748,261.1942222222222,45,2.0,0
HM-14860,58,8,7772.852800000001,485.80330000000004,59,2.0,0
HM-14980,157,4,736.276,105.18228571428571,29,0.0,1
HP-14815,251,6,678.942,84.86775,36,1.0,0
HR-14770,177,4,1287.48,107.29,36,1.0,0
HR-14830,69,7,5248.787,374.91335714285714,51,0.0,1
HW-14935,27,8,9300.254,465.01270000000005,85,0.0,1
HZ-14950,17,3,107.424,26.856,13,2.0,0
IG-15085,471,3,545.404,136.351,8,1.0,0
IL-15100,52,7,5040.736,360.0525714285714,60,0.0,1
IM-15055,319,3,2872.63,718.1575,19,0.0,1
IM-15070,300,7,4930.474,234.7844761904762,93,0.0,1
JA-15970,2,8,6491.026,270.45941666666664,87,0.0,1
JB-15400,43,7,1325.1970000000001,120.47245454545455,21,3.0,0
JB-15925,647,3,900.552,112.569,32,0.0,1
JB-16000,17,5,296.946,59.3892,27,2.0,0
JB-16045,297,4,2490.655,311.331875,30,1.0,0
JC-15340,24,4,71.263,17.81575,12,0.0,1
JC-15385,85,1,1058.108,264.527,14,0.0,1
JC-15775,68,9,2772.055,173.2534375,64,0.0,1
JC-16105,759,3,703.266,175.8165,19,2.0,0
JD-15790,27,5,2152.352,307.4788571428571,26,0.0,1
JD-15895,304,11,7610.8640000000005,237.83950000000002,150,0.0,1
JD-16015,22,6,385.43,35.03909090909091,39,0.0,1
JD-16060,210,3,695.442,115.907,17,0.0,1
JD-16150,190,7,6306.5505,420.43670000000003,50,1.0,0
JE-15475,103,6,1388.682,106.8216923076923,49,0.0,1
JE-15610,9,5,7217.568,400.976,67,2.0,0
JE-15715,37,9,8663.603,412.5525238095238,89,1.0,0
JE-15745,9,12,6713.695,305.1679545454545,82,1.0,0
JE-16165,300,1,2657.81,664.4525,27,2.0,0
JF-15190,84,6,2112.8940000000002,132.05587500000001,59,1.0,0
JF-15295,135,5,955.124,68.22314285714286,42,0.0,1
JF-15355,15,6,1911.844,119.49025,58,0.0,1
JF-15415,20,5,2236.924,223.6924,48,1.0,0
JF-15490,31,11,1082.918,72.19453333333333,36,0.0,1
JF-15565,345,7,3366.964,306.08763636363636,44,1.0,0
JG-15115,668,3,2358.676,336.9537142857143,20,0.0,1
JG-15160,47,10,5670.448,354.403,63,1.0,0
JG-15310,437,3,969.9739999999999,138.5677142857143,32,3.0,0
JG-15805,133,6,1507.018,167.44644444444444,46,0.0,1
JH-15430,1315,1,55.672,27.836,7,3.0,0
JH-15820,84,6,528.91,66.11375,29,0.0,1
JH-15910,126,6,740.402,92.55025,32,1.0,0
JH-15985,330,5,7578.898,842.0997777777778,44,1.0,0
JH-16180,314,4,2256.3940000000002,451.27880000000005,28,0.0,1
JJ-15445,393,5,709.178,118.19633333333333,25,0.0,1
JJ-15760,663,2,195.0,65.0,11,0.0,1
JK-15205,365,4,2433.37,347.6242857142857,37,1.0,0
JK-15325,197,3,383.812,95.953,15,0.0,1
JK-15370,49,7,2660.772,166.29825,65,1.0,0
JK-15625,646,6,2848.208,316.4675555555556,32,1.0,0
JK-15640,90,9,4760.434,396.70283333333333,41,0.0,1
JK-15730,2,9,4862.96,255.94526315789474,83,1.0,0
JK-16090,894,1,893.0899999999999,223.27249999999998,13,2.0,0
JK-16120,27,10,2932.484,172.4990588235294,49,0.0,1
JL-15130,156,5,124.608,17.801142857142857,19,1.0,0
JL-15175,472,3,710.939,177.73475,20,2.0,0
JL-15235,29,5,2203.7,220.36999999999998,39,0.0,1
JL-15505,55,5,3148.374,196.773375,53,1.0,0
JL-15835,63,9,7748.833,298.03203846153843,108,2.0,0
JL-15850,524,6,2725.256,247.75054545454543,38,0.0,1
JM-15250,48,4,2780.626,213.8943076923077,73,2.0,0
JM-15265,294,4,1487.826,135.2569090909091,42,1.0,0
JM-15535,12,7,1733.443,173.3443,46,0.0,1
JM-15580,388,4,300.924,50.153999999999996,23,1.0,0
JM-15655,293,3,476.431,79.40516666666666,20,2.0,0
JM-15865,19,7,7625.076000000001,586.5443076923077,50,0.0,1
JM-16195,24,9,2817.654,156.53633333333335,71,1.0,0
JO-15145,258,7,2584.076,258.4076,46,2.0,0
JO-15280,2,6,1934.272,175.84290909090907,36,0.0,1
JO-15550,125,5,1090.838,99.1670909090909,42,0.0,1
JP-15460,230,6,1420.654,129.15036363636364,42,1.0,0
JP-15520,392,5,1811.4099999999999,181.141,46,2.0,0
JP-16135,12,9,1707.71,131.3623076923077,47,0.0,1
JR-15670,503,2,1156.658,385.55266666666665,14,0.0,1
JR-16210,12,4,1545.466,193.18325,32,1.0,0
JS-15595,29,4,1417.654,177.20675,35,0.0,1
JS-15685,104,3,578.208,96.368,13,1.0,0
JS-15880,444,5,3868.02,429.78,43,0.0,1
JS-15940,373,5,469.169,58.646125,37,0.0,1
JS-16030,227,4,2173.498,144.89986666666667,58,2.0,0
JW-15220,378,2,2337.166,292.14575,42,4.0,0
JW-15955,55,5,834.2360000000001,104.27950000000001,31,2.0,0
JW-16075,371,4,1428.731,204.10442857142857,38,0.0,1
KA-16525,124,5,716.7180000000001,119.45300000000002,37,2.0,0
KB-16240,7,6,3136.583,348.5092222222222,31,1.0,0
KB-16315,206,9,1569.464,71.33927272727273,62,0.0,1
KB-16405,27,3,908.821,100.98011111111111,25,0.0,1
KB-16585,140,12,2744.742,119.33660869565219,102,0.0,1
KB-16600,467,4,106.07600000000001,26.519000000000002,13,3.0,0
KC-16255,317,6,2120.954,212.0954,40,0.0,1
KC-16540,7,4,3908.262,781.6524000000001,28,0.0,1
KC-16675,128,3,699.054,139.8108,29,1.0,0
KD-16270,394,5,8282.358,517.647375,64,0.0,1
KD-16345,106,5,1856.996,206.3328888888889,32,1.0,0
KD-16495,22,12,8181.256,292.1877142857143,84,0.0,1
KD-16615,199,5,2243.5099999999998,172.5776923076923,56,0.0,1
KE-16420,371,6,1407.588,117.29899999999999,57,2.0,0
KF-16285,7,7,10604.266,589.1258888888889,67,0.0,1
KH-16330,104,6,2665.168,205.01292307692307,53,2.0,0
KH-16360,181,5,1285.932,142.88133333333334,26,1.0,0
KH-16510,688,5,1931.624,175.60218181818183,38,2.0,0
KH-16630,20,7,3888.444,259.2296,73,2.0,0
KH-16690,108,6,5264.959,376.0685,65,1.0,0
KL-16555,72,6,2928.214,162.67855555555556,67,2.0,0
KL-16645,131,11,14153.229000000001,505.47246428571435,108,1.0,0
KM-16225,325,3,1792.08,162.91636363636363,42,3.0,0
KM-16375,223,7,5615.8859999999995,295.572947368421,67,1.0,0
KM-16660,426,4,179.612,29.935333333333332,20,1.0,0
KM-16720,530,7,3638.302,145.53208,84,1.0,0
KN-16390,82,7,2215.4519999999998,147.6968,50,2.0,0
KN-16450,644,4,1897.762,271.1088571428571,39,1.0,0
KN-16705,8,8,2280.58,152.03866666666667,55,0.0,1
KS-16300,205,3,88.472,22.118,10,0.0,1
KT-16465,301,7,3057.1,218.3642857142857,45,0.0,1
KT-16480,10,10,4642.088400000001,357.0837230769231,37,0.0,1
KW-16435,6,5,4416.5199999999995,441.65199999999993,42,0.0,1
KW-16570,681,4,449.096,89.8192,22,0.0,1
LA-16780,64,11,8673.222,333.5854615384615,105,0.0,1
LB-16735,158,2,23.468,11.734,7,1.0,0
LB-16795,62,8,4985.676,207.7365,76,0.0,1
LC-16870,8,7,2274.344,103.37927272727273,75,1.0,0
LC-16885,111,10,6555.778,327.7889,83,2.0,0
LC-16930,21,7,4187.634,322.1256923076923,50,1.0,0
LC-16960,346,4,3246.626,463.8037142857143,30,0.0,1
LC-17050,22,4,2064.504,258.063,38,1.0,0
LC-17140,9,7,2538.828,158.67675,52,2.0,0
LD-16855,462,1,5.304,5.304,3,0.0,1
LD-17005,324,4,1961.934,280.27628571428573,25,0.0,1
LE-16810,132,5,1024.682,128.08525,28,1.0,0
LF-17185,227,6,3711.699,285.5153076923077,55,1.0,0
